# 
# Header Description:
# 
# Version: v3.0.6.4 Platform: 13 Manufacturer: samsung Model: SM-A715F
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# Accel,utcTimeMillis,elapsedRealtimeNanos,AccelXMps2,AccelYMps2,AccelZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# Gyro,utcTimeMillis,elapsedRealtimeNanos,GyroXRadPerSec,GyroYRadPerSec,GyroZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# Mag,utcTimeMillis,elapsedRealtimeNanos,MagXMicroT,MagYMicroT,MagZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
# Agc,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,AgcDb,CarrierFrequencyHz,ConstellationType
# 
Fix,FLP,36.6351443000,29.0834732000,252.37579345703125,1.2273191,4.925,233.38489,1712570331464,0.086023256,45.0,6804130980373,4.0,0,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,27,0.0,16399,122592356117918,11,38.7,335.555419921875,0.04690000042319298,16,0.0,0.0,1561097980,,,,0,,5,2.81,32.7,,,,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,29,0.0,16399,122592344853813,16,34.1,-511.189208984375,0.03270000219345093,16,0.0,0.0,1561097980,,,,0,,5,2.81,28.1,,,,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,30,0.0,16399,122592357328698,10,39.1,-162.75367736816406,0.047600001096725464,16,0.0,0.0,1561097980,,,,0,,5,2.81,33.1,,,,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,2,0.0,89103,122606347223029,19,32.5,-384.59820556640625,0.08480000495910645,16,0.0,0.0,1575420030,,,,0,,6,2.45,26.5,,,,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,8,0.0,89103,122606334236013,31,28.8,339.7122802734375,0.6035000085830688,16,0.0,0.0,1575420030,,,,0,,6,2.45,22.8,,,,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,10,0.0,89103,122606346427773,14,35.0,380.1520690917969,0.052800003439188004,16,0.0,0.0,1575420030,,,,0,,6,2.45,29.0,,,,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,11,0.0,89103,122606355024897,16,34.4,123.2565689086914,0.0552000030875206,16,0.0,0.0,1575420030,,,,0,,6,2.45,28.4,,,,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,12,0.0,89103,122606339186547,101,20.2,517.9127807617188,2.5989999771118164,16,0.0,0.0,1575420030,,,,0,,6,2.45,14.2,,,,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,24,0.0,89103,122606342968865,16,34.8,394.1336364746094,0.053700003772974014,16,0.0,0.0,1575420030,,,,0,,6,2.45,28.799999999999997,,,,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,25,0.0,89103,122606352808942,16,34.7,11.726541519165039,0.050700001418590546,16,0.0,0.0,1575420030,,,,0,,6,2.45,28.700000000000003,,,,,,
Raw,1712570588430,8000794000000,18,,-1396597805636663886,0.8536205291748047,43.36868732934818,10.034352020934474,21.39982893295253,326,36,0.0,89103,122606349563262,19,32.8,-384.5953369140625,0.06680000573396683,16,0.0,0.0,1575420030,,,,0,,6,2.45,26.799999999999997,,,,,,
Fix,GPS,36.6350930200,29.0835148200,239.32000732421875,0.88,3.7900925,167.1,1712570589000,0.7072482,35.152103,7062145713087,3.0,0,,,
Fix,FLP,36.6350914000,29.0835198000,239.9342041015625,0.94754463,3.018,155.7811,1712570589504,0.24722251,45.0,7062170749597,3.0,0,,,
Fix,FLP,36.6350864000,29.0835218000,239.32000732421875,0.9868928,3.018,153.41534,1712570590088,0.21110263,45.0,7062754621160,3.0,0,,,
Status,1712570589000,36,0,1,5,1575420030,42.20,108.0,25.0,1,1,1,37.2
Status,1712570589000,36,1,1,11,1575420030,34.80,40.0,18.0,1,1,1,29.8
Status,1712570589000,36,2,1,12,1575420030,42.70,111.0,40.0,1,1,1,37.7
Status,1712570589000,36,3,1,18,1575420030,35.50,205.0,32.0,1,1,1,30.5
Status,1712570589000,36,4,1,20,1575420030,39.90,68.0,25.0,1,1,1,34.9
Status,1712570589000,36,5,1,25,1575420030,43.00,97.0,73.0,1,1,1,38.0
Status,1712570589000,36,6,1,26,1575420030,43.40,307.0,6.0,1,1,1,38.4
Status,1712570589000,36,7,1,28,1575420030,39.60,282.0,41.0,1,1,1,34.6
Status,1712570589000,36,8,1,29,1575420030,42.30,317.0,65.0,1,1,1,37.3
Status,1712570589000,36,9,1,31,1575420030,39.90,310.0,23.0,1,1,1,34.9
Status,1712570589000,36,10,3,10,1602000000,35.70,327.0,64.0,1,1,1,30.7
Status,1712570589000,36,11,3,9,1602000000,31.10,146.0,65.0,1,1,0,26.1
Status,1712570589000,36,12,3,16,1602000000,38.80,144.0,9.0,1,1,1,33.8
Status,1712570589000,36,13,3,11,1602000000,41.20,326.0,9.0,1,1,1,36.2
Status,1712570589000,36,14,3,20,1602000000,21.40,264.0,71.0,0,1,0,16.4
Status,1712570589000,36,15,3,19,1602000000,31.90,29.0,33.0,1,1,0,26.9
Status,1712570589000,36,16,3,21,1602000000,40.70,227.0,17.0,1,1,1,35.7
Status,1712570589000,36,17,5,2,1561097980,38.50,112.0,18.0,1,1,0,33.5
Status,1712570589000,36,18,5,5,1561097980,38.80,136.0,36.0,1,1,0,33.8
Status,1712570589000,36,19,5,8,1561097980,36.80,64.0,37.0,1,1,1,31.8
Status,1712570589000,36,20,5,10,1561097980,42.60,88.0,14.0,1,1,0,37.6
Status,1712570589000,36,21,5,13,1561097980,45.10,81.0,41.0,1,1,1,40.1
Status,1712570589000,36,22,5,27,1561097980,38.80,39.0,54.0,1,1,1,33.8
Status,1712570589000,36,23,5,29,1561097980,41.10,240.0,11.0,0,1,0,36.1
Status,1712570589000,36,24,5,30,1561097980,44.40,262.0,64.0,1,1,1,39.4
Status,1712570589000,36,25,5,7,1561097980,0.00,0.0,0.0,0,1,0,0.0
Status,1712570589000,36,26,5,28,1561097980,0.00,52.0,9.0,0,1,0,0.0
Status,1712570589000,36,27,2,136,1575420030,40.70,0.0,0.0,0,0,0,35.7
Status,1712570589000,36,28,6,2,1575420030,41.10,313.0,40.0,1,1,0,36.1
Status,1712570589000,36,29,6,8,1575420030,36.50,0.0,0.0,0,1,1,31.5
Status,1712570589000,36,30,6,10,1575420030,35.80,45.0,40.0,1,1,0,30.8
Status,1712570589000,36,31,6,11,1575420030,41.40,64.0,67.0,1,1,1,36.4
Status,1712570589000,36,32,6,12,1575420030,28.80,39.0,16.0,0,1,0,23.8
Status,1712570589000,36,33,6,24,1575420030,45.30,118.0,27.0,1,1,0,40.3
Status,1712570589000,36,34,6,25,1575420030,42.60,66.0,77.0,1,1,0,37.6
Status,1712570589000,36,35,6,36,1575420030,35.20,196.0,52.0,1,1,0,30.2
Fix,GPS,36.6350860200,29.0835167100,238.58416748046875,0.89,3.7900925,176.5,1712570590000,0.90443355,46.704224,7063144998660,3.0,0,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,10,0.0,49359,46989365093543,19,32.7,-329.8368225097656,0.24880000948905945,16,0.0,0.0,1598062460,,,,0,,3,0.44,29.700000000000003,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,9,0.0,49359,46989365650172,31,28.1,324.5633239746094,0.9339999556541443,16,0.0,0.0,1600875010,,,,0,,3,0.44,25.1,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,16,0.0,49359,46989352027129,14,35.8,769.673095703125,0.24379999935626984,16,0.0,0.0,1601437440,,,,0,,3,0.44,32.8,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,11,0.0,49359,46989351985100,11,38.2,-771.2227783203125,0.2393999993801117,16,0.0,0.0,1602000000,,,,0,,3,0.44,35.2,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,19,0.0,49359,46989358765199,31,28.9,648.950927734375,0.953499972820282,16,0.0,0.0,1603687550,,,,0,,3,0.44,25.9,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,21,0.0,49359,46989354458403,12,37.7,-648.2572021484375,0.24490001797676086,16,0.0,0.0,1604249980,,,,0,,3,0.44,34.7,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,5,0.0,81935,122607353619790,10,39.2,-391.87628173828125,0.041600003838539124,16,0.0,0.0,1575420030,,,,0,,1,2.28,36.2,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,11,0.0,81935,122607350530969,21,31.8,616.046142578125,0.12620000541210175,16,0.0,0.0,1575420030,,,,0,,1,2.28,28.8,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,12,0.0,81935,122607357175477,10,39.7,453.13861083984375,0.047600001096725464,16,0.0,0.0,1575420030,,,,0,,1,2.28,36.7,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,18,0.0,81935,122607354549970,19,32.5,-609.5010986328125,0.5475000143051147,16,0.0,0.0,1575420030,,,,0,,1,2.28,29.5,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,20,0.0,81935,122607353445647,13,36.9,22.262535095214844,0.044700004160404205,16,0.0,0.0,1575420030,,,,0,,1,2.28,33.9,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,25,0.0,81935,122607363413729,9,40.0,174.0787811279297,0.026100002229213715,16,0.0,0.0,1575420030,,,,0,,1,2.28,37.0,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,26,0.0,81935,122607348010109,9,40.4,-631.8543090820312,0.03360000252723694,16,0.0,0.0,1575420030,,,,0,,1,2.28,37.4,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,28,0.0,81935,122607357557302,13,36.6,-63.52859115600586,0.050700001418590546,16,0.0,0.0,1575420030,,,,0,,1,2.28,33.6,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,29,0.0,81935,122607361344024,10,39.3,-57.63792037963867,0.023600000888109207,16,0.0,0.0,1575420030,,,,0,,1,2.28,36.3,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,31,0.0,81935,122607353027264,13,36.9,-366.9548034667969,0.044700004160404205,16,0.0,0.0,1575420030,,,,0,,1,2.28,33.9,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,2,0.0,16399,122593299068588,36,32.5,-9.18908977508545,9.34749984741211,16,0.0,0.0,1561097980,,,,0,,5,2.7,26.5,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,5,0.0,16399,122593302910888,20,32.8,-3.56233286857605,8.595999717712402,16,0.0,0.0,1561097980,,,,0,,5,2.7,26.799999999999997,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,8,0.0,16399,122593303709643,24,30.8,-114.07267761230469,0.3862999975681305,16,0.0,0.0,1561097980,,,,0,,5,2.7,24.8,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,10,0.0,16399,122593297725379,13,36.6,56.79658126831055,0.050700001418590546,16,0.0,0.0,1561097980,,,,0,,5,2.7,30.6,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,13,0.0,16399,122593304864266,10,39.1,-177.98191833496094,0.02810000069439411,16,0.0,0.0,1561097980,,,,0,,5,2.7,33.1,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,27,0.0,16399,122593356116814,19,32.8,338.75494384765625,0.06530000269412994,16,0.0,0.0,1561097980,,,,0,,5,2.7,26.799999999999997,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,29,0.0,16399,122593344855538,14,35.1,-507.7232360839844,0.03180000185966492,16,0.0,0.0,1561097980,,,,0,,5,2.7,29.1,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,30,0.0,16399,122593357329243,11,38.4,-159.1868896484375,0.04840000346302986,16,0.0,0.0,1561097980,,,,0,,5,2.7,32.4,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,2,0.0,89103,122607347224326,14,35.1,-380.7648620605469,0.06930000334978104,16,0.0,0.0,1575420030,,,,0,,6,2.28,29.1,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,8,0.0,89103,122607334234887,24,30.5,343.0120849609375,0.40880000591278076,16,0.0,0.0,1575420030,,,,0,,6,2.28,24.5,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,10,0.0,89103,122607346426476,27,29.8,382.8518371582031,0.5684999823570251,16,0.0,0.0,1575420030,,,,0,,6,2.28,23.8,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,11,0.0,89103,122607355024474,14,35.4,126.80449676513672,0.05430000275373459,16,0.0,0.0,1575420030,,,,0,,6,2.28,29.4,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,12,0.0,89103,122607339184833,70,22.8,519.7110595703125,0.9389999508857727,16,0.0,0.0,1575420030,,,,0,,6,2.28,16.8,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,24,0.0,89103,122607342967542,10,39.3,397.1988830566406,0.04910000413656235,16,0.0,0.0,1575420030,,,,0,,6,2.28,33.3,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,25,0.0,89103,122607352808912,13,36.6,15.055774688720703,0.04919999837875366,16,0.0,0.0,1575420030,,,,0,,6,2.28,30.6,,,,,,
Raw,1712570589430,8001794000000,18,,-1396597805636663916,0.00821685791015625,31.097504688659683,-6.139599868715873,15.550863692985944,326,36,0.0,89103,122607349564548,27,29.2,-380.3780212402344,0.5519999861717224,16,0.0,0.0,1575420030,,,,0,,6,2.28,23.2,,,,,,
Fix,FLP,36.6350834000,29.0835225000,238.58416748046875,0.9689065,3.018,150.6627,1712570590477,0.22799578,45.0,7063144998660,3.0,0,,,
Fix,FLP,36.6350805000,29.0835238000,238.58416748046875,0.972781,3.018,148.69136,1712570590828,0.16320059,45.0,7063494808295,3.0,0,,,
Fix,NLP,36.6346500000,29.0838782000,,,142.5,,1712570587412,,,7060079000000,,0,,,
Fix,FLP,36.6350783000,29.0835249000,238.58416748046875,0.96383214,3.017,142.70378,1712570591053,0.21056618,45.0,7063720118835,3.0,0,,,
Status,1712570590000,36,0,1,5,1575420030,43.70,108.0,25.0,1,1,1,38.7
Status,1712570590000,36,1,1,11,1575420030,37.80,40.0,18.0,1,1,1,32.8
Status,1712570590000,36,2,1,12,1575420030,47.20,111.0,40.0,1,1,1,42.2
Status,1712570590000,36,3,1,18,1575420030,39.60,205.0,32.0,1,1,1,34.6
Status,1712570590000,36,4,1,20,1575420030,44.00,68.0,25.0,1,1,1,39.0
Status,1712570590000,36,5,1,25,1575420030,39.80,97.0,73.0,1,1,1,34.8
Status,1712570590000,36,6,1,26,1575420030,43.20,307.0,6.0,1,1,1,38.2
Status,1712570590000,36,7,1,28,1575420030,44.40,282.0,41.0,1,1,1,39.4
Status,1712570590000,36,8,1,29,1575420030,40.70,317.0,65.0,1,1,1,35.7
Status,1712570590000,36,9,1,31,1575420030,38.80,310.0,23.0,1,1,1,33.8
Status,1712570590000,36,10,3,10,1602000000,35.20,327.0,64.0,1,1,1,30.2
Status,1712570590000,36,11,3,9,1602000000,36.30,146.0,65.0,1,1,0,31.3
Status,1712570590000,36,12,3,16,1602000000,39.80,144.0,9.0,1,1,1,34.8
Status,1712570590000,36,13,3,11,1602000000,43.80,326.0,9.0,1,1,1,38.8
Status,1712570590000,36,14,3,20,1602000000,21.40,264.0,71.0,0,1,0,16.4
Status,1712570590000,36,15,3,19,1602000000,31.90,29.0,33.0,1,1,0,26.9
Status,1712570590000,36,16,3,21,1602000000,38.80,227.0,17.0,1,1,1,33.8
Status,1712570590000,36,17,5,2,1561097980,39.00,112.0,18.0,1,1,0,34.0
Status,1712570590000,36,18,5,5,1561097980,40.00,136.0,36.0,1,1,0,35.0
Status,1712570590000,36,19,5,8,1561097980,39.10,64.0,37.0,1,1,1,34.1
Status,1712570590000,36,20,5,10,1561097980,40.90,88.0,14.0,1,1,0,35.9
Status,1712570590000,36,21,5,13,1561097980,47.90,81.0,41.0,1,1,1,42.9
Status,1712570590000,36,22,5,27,1561097980,47.00,39.0,54.0,1,1,1,42.0
Status,1712570590000,36,23,5,29,1561097980,41.10,240.0,11.0,0,1,0,36.1
Status,1712570590000,36,24,5,30,1561097980,44.40,262.0,64.0,1,1,1,39.4
Status,1712570590000,36,25,5,7,1561097980,0.00,0.0,0.0,0,1,0,0.0
Status,1712570590000,36,26,5,28,1561097980,0.00,52.0,9.0,0,1,0,0.0
Status,1712570590000,36,27,2,136,1575420030,40.60,0.0,0.0,0,0,0,35.6
Status,1712570590000,36,28,6,2,1575420030,44.90,313.0,40.0,1,1,0,39.9
Status,1712570590000,36,29,6,8,1575420030,39.90,0.0,0.0,0,1,1,34.9
Status,1712570590000,36,30,6,10,1575420030,44.30,45.0,40.0,1,1,0,39.3
Status,1712570590000,36,31,6,11,1575420030,42.80,64.0,67.0,1,1,1,37.8
Status,1712570590000,36,32,6,12,1575420030,34.30,39.0,16.0,0,1,0,29.3
Status,1712570590000,36,33,6,24,1575420030,45.80,118.0,27.0,1,1,0,40.8
Status,1712570590000,36,34,6,25,1575420030,44.80,66.0,77.0,1,1,0,39.8
Status,1712570590000,36,35,6,36,1575420030,42.00,196.0,52.0,1,1,0,37.0
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,10,0.0,49359,46990365094665,19,32.2,-330.6343078613281,0.24880000948905945,16,0.0,0.0,1598062460,,,,0,,3,0.53,29.200000000000003,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,9,0.0,49359,46990365649035,17,33.3,324.7412109375,0.7039999961853027,16,0.0,0.0,1600875010,,,,0,,3,0.53,30.299999999999997,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,16,0.0,49359,46990352024599,13,36.8,769.1758422851562,0.24320000410079956,16,0.0,0.0,1601437440,,,,0,,3,0.53,33.8,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,11,0.0,49359,46990351987623,9,40.8,-772.8613891601562,0.23809999227523804,16,0.0,0.0,1602000000,,,,0,,3,0.53,37.8,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,21,0.0,49359,46990354460487,14,35.8,-648.5855712890625,0.2468000054359436,16,0.0,0.0,1604249980,,,,0,,3,0.53,32.8,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,5,0.0,81935,122608353621071,9,40.7,-392.8090515136719,0.04110000282526016,16,0.0,0.0,1575420030,,,,0,,1,2.22,37.7,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,11,0.0,81935,122608350528923,16,34.8,614.6798095703125,0.04170000180602074,16,0.0,0.0,1575420030,,,,0,,1,2.22,31.799999999999997,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,12,0.0,81935,122608357173962,6,44.2,452.46417236328125,0.045100003480911255,16,0.0,0.0,1575420030,,,,0,,1,2.22,41.2,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,18,0.0,81935,122608354551998,13,36.6,-610.5191650390625,0.4074999988079071,16,0.0,0.0,1575420030,,,,0,,1,2.22,33.6,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,20,0.0,81935,122608353445579,8,41.0,21.253660202026367,0.04070000350475311,16,0.0,0.0,1575420030,,,,0,,1,2.22,38.0,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,25,0.0,81935,122608363413148,13,36.8,173.07879638671875,0.02970000170171261,16,0.0,0.0,1575420030,,,,0,,1,2.22,33.8,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,26,0.0,81935,122608348012151,9,40.2,-631.6389770507812,0.03360000252723694,16,0.0,0.0,1575420030,,,,0,,1,2.22,37.2,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,28,0.0,81935,122608357557577,8,41.4,-63.50663375854492,0.04670000448822975,16,0.0,0.0,1575420030,,,,0,,1,2.22,38.4,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,29,0.0,81935,122608361344235,12,37.7,-58.585384368896484,0.02540000155568123,16,0.0,0.0,1575420030,,,,0,,1,2.22,34.7,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,31,0.0,81935,122608353028424,14,35.8,-367.5381774902344,0.04530000314116478,16,0.0,0.0,1575420030,,,,0,,1,2.22,32.8,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,2,0.0,16399,122594299068582,18,33.0,-8.670583724975586,7.708000183105469,16,0.0,0.0,1561097980,,,,0,,5,2.57,27.0,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,5,0.0,16399,122594302910908,16,34.0,-4.176858901977539,7.051000118255615,16,0.0,0.0,1561097980,,,,0,,5,2.57,28.0,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,8,0.0,16399,122594303710019,17,33.1,-115.16544342041016,0.03779999911785126,16,0.0,0.0,1561097980,,,,0,,5,2.57,27.1,,,,,,
Raw,1712570590430,8002794000000,18,,-1396597805636663911,0.49184417724609375,27.601405236055143,3.4054513182320094,12.098593517922358,326,10,0.0,16399,122594297725182,16,34.9,55.98171615600586,0.05220000445842743,16,0.0,0.0,1561097980,,,,0,,5,2.57,28.9,,,,,,
